date,league,home_team,away_team,home_goals,away_goals,status,season
2024-10-05T22:00:00Z,BSA,SC Corinthians Paulista,SC Internacional,2,2,FINISHED,2024
2024-10-05T22:00:00Z,BSA,Cuiabá EC,São Paulo FC,2,0,FINISHED,2024
2024-10-06T00:00:00Z,BSA,CR Vasco da Gama,EC Juventude,1,1,FINISHED,2024
2024-10-09T22:30:00Z,BSA,CA Mineiro,Grêmio FBPA,2,1,FINISHED,2024
2024-10-17T00:45:00Z,BSA,Fortaleza EC,CA Mineiro,1,1,FINISHED,2024
2024-10-17T00:45:00Z,BSA,São Paulo FC,CR Vasco da Gama,3,0,FINISHED,2024
2024-10-17T23:00:00Z,BSA,SC Corinthians Paulista,CA Paranaense,5,2,FINISHED,2024
2024-10-17T23:00:00Z,BSA,CR Flamengo,Fluminense FC,0,2,FINISHED,2024
2024-10-18T22:00:00Z,BSA,AC Goianiense,Cuiabá EC,0,0,FINISHED,2024
2024-10-18T23:00:00Z,BSA,Botafogo FR,Criciúma EC,1,1,FINISHED,2024
2024-10-19T00:30:00Z,BSA,Cruzeiro EC,EC Bahia,1,1,FINISHED,2024
2024-10-19T19:00:00Z,BSA,SC Internacional,Grêmio FBPA,1,0,FINISHED,2024
2024-10-19T19:00:00Z,BSA,EC Vitória,RB Bragantino,1,0,FINISHED,2024
2024-10-20T23:00:00Z,BSA,EC Juventude,SE Palmeiras,3,5,FINISHED,2024
2024-10-22T22:30:00Z,BSA,Fluminense FC,CA Paranaense,1,0,FINISHED,2024
2024-10-24T22:00:00Z,BSA,CR Vasco da Gama,Cuiabá EC,1,0,FINISHED,2024
2024-10-26T19:30:00Z,BSA,CR Flamengo,EC Juventude,4,2,FINISHED,2024
2024-10-26T19:30:00Z,BSA,Grêmio FBPA,AC Goianiense,3,1,FINISHED,2024
2024-10-26T19:30:00Z,BSA,SE Palmeiras,Fortaleza EC,2,2,FINISHED,2024
2024-10-26T19:30:00Z,BSA,EC Vitória,Fluminense FC,2,1,FINISHED,2024
2024-10-26T21:30:00Z,BSA,CA Paranaense,Cruzeiro EC,3,0,FINISHED,2024
2024-10-26T22:00:00Z,BSA,CA Mineiro,SC Internacional,1,3,FINISHED,2024
2024-10-26T22:00:00Z,BSA,RB Bragantino,Botafogo FR,0,1,FINISHED,2024
2024-10-27T01:00:00Z,BSA,Criciúma EC,São Paulo FC,1,1,FINISHED,2024
2024-10-28T22:00:00Z,BSA,Cuiabá EC,SC Corinthians Paulista,0,1,FINISHED,2024
2024-10-29T00:00:00Z,BSA,CR Vasco da Gama,EC Bahia,3,2,FINISHED,2024
2024-10-30T22:00:00Z,BSA,SC Internacional,CR Flamengo,1,1,FINISHED,2024
2024-11-02T00:00:00Z,BSA,Fluminense FC,Grêmio FBPA,2,2,FINISHED,2024
2024-11-02T19:00:00Z,BSA,RB Bragantino,Cuiabá EC,0,0,FINISHED,2024
2024-11-02T21:30:00Z,BSA,CA Paranaense,EC Vitória,1,2,FINISHED,2024
2024-11-02T21:30:00Z,BSA,EC Juventude,Fortaleza EC,0,3,FINISHED,2024
2024-11-04T23:00:00Z,BSA,SC Corinthians Paulista,SE Palmeiras,2,0,FINISHED,2024
2024-11-06T00:30:00Z,BSA,EC Bahia,São Paulo FC,0,3,FINISHED,2024
2024-11-06T00:30:00Z,BSA,Botafogo FR,CR Vasco da Gama,3,0,FINISHED,2024
2024-11-06T00:30:00Z,BSA,SC Internacional,Criciúma EC,2,0,FINISHED,2024
2024-11-07T00:00:00Z,BSA,AC Goianiense,CA Mineiro,1,0,FINISHED,2024
2024-11-07T00:00:00Z,BSA,Cruzeiro EC,CR Flamengo,0,1,FINISHED,2024
2024-11-08T22:00:00Z,BSA,SC Internacional,Fluminense FC,2,0,FINISHED,2024
2024-11-09T00:30:00Z,BSA,SE Palmeiras,Grêmio FBPA,1,0,FINISHED,2024
2024-11-09T19:30:00Z,BSA,EC Vitória,SC Corinthians Paulista,1,2,FINISHED,2024
2024-11-09T19:30:00Z,BSA,Botafogo FR,Cuiabá EC,0,0,FINISHED,2024
2024-11-09T22:00:00Z,BSA,AC Goianiense,RB Bragantino,0,0,FINISHED,2024
2024-11-09T22:00:00Z,BSA,Cruzeiro EC,Criciúma EC,2,1,FINISHED,2024
2024-11-09T22:00:00Z,BSA,Fortaleza EC,CR Vasco da Gama,3,0,FINISHED,2024
2024-11-09T22:00:00Z,BSA,EC Juventude,EC Bahia,2,1,FINISHED,2024
2024-11-10T00:00:00Z,BSA,São Paulo FC,CA Paranaense,2,1,FINISHED,2024
2024-11-13T23:00:00Z,BSA,CR Flamengo,CA Mineiro,0,0,FINISHED,2024
2024-11-16T21:30:00Z,BSA,CA Paranaense,CA Mineiro,1,0,FINISHED,2024
2024-11-20T14:00:00Z,BSA,SC Corinthians Paulista,Cruzeiro EC,2,1,FINISHED,2024
2024-11-20T19:30:00Z,BSA,CA Paranaense,AC Goianiense,2,0,FINISHED,2024
2024-11-20T19:30:00Z,BSA,RB Bragantino,São Paulo FC,1,1,FINISHED,2024
2024-11-20T19:30:00Z,BSA,Criciúma EC,EC Vitória,0,1,FINISHED,2024
2024-11-20T21:00:00Z,BSA,EC Bahia,SE Palmeiras,1,2,FINISHED,2024
2024-11-20T22:00:00Z,BSA,Cuiabá EC,CR Flamengo,1,2,FINISHED,2024
2024-11-20T22:00:00Z,BSA,Grêmio FBPA,EC Juventude,2,2,FINISHED,2024
2024-11-21T00:30:00Z,BSA,CA Mineiro,Botafogo FR,0,0,FINISHED,2024
2024-11-21T23:00:00Z,BSA,CR Vasco da Gama,SC Internacional,0,1,FINISHED,2024
2024-11-23T00:30:00Z,BSA,Fluminense FC,Fortaleza EC,2,2,FINISHED,2024
2024-11-23T22:30:00Z,BSA,AC Goianiense,SE Palmeiras,0,1,FINISHED,2024
2024-11-23T22:30:00Z,BSA,Botafogo FR,EC Vitória,1,1,FINISHED,2024
2024-11-23T22:30:00Z,BSA,EC Juventude,Cuiabá EC,1,1,FINISHED,2024
2024-11-24T00:30:00Z,BSA,São Paulo FC,CA Mineiro,2,2,FINISHED,2024
2024-11-24T19:00:00Z,BSA,EC Bahia,CA Paranaense,1,1,FINISHED,2024
2024-11-24T19:00:00Z,BSA,SC Corinthians Paulista,CR Vasco da Gama,3,1,FINISHED,2024
2024-11-24T19:00:00Z,BSA,SC Internacional,RB Bragantino,4,1,FINISHED,2024
2024-11-26T22:00:00Z,BSA,Fluminense FC,Criciúma EC,0,0,FINISHED,2024
2024-11-26T23:00:00Z,BSA,Fortaleza EC,CR Flamengo,0,0,FINISHED,2024
2024-11-27T00:30:00Z,BSA,CA Mineiro,EC Juventude,2,3,FINISHED,2024
2024-11-27T00:30:00Z,BSA,SE Palmeiras,Botafogo FR,1,3,FINISHED,2024
2024-11-28T00:00:00Z,BSA,Cruzeiro EC,Grêmio FBPA,1,1,FINISHED,2024
2024-11-30T22:30:00Z,BSA,Criciúma EC,SC Corinthians Paulista,2,4,FINISHED,2024
2024-11-30T22:30:00Z,BSA,Cuiabá EC,EC Bahia,1,2,FINISHED,2024
2024-12-01T00:30:00Z,BSA,CR Vasco da Gama,AC Goianiense,2,2,FINISHED,2024
2024-12-01T19:00:00Z,BSA,CR Flamengo,SC Internacional,3,2,FINISHED,2024
2024-12-01T19:00:00Z,BSA,Grêmio FBPA,São Paulo FC,2,1,FINISHED,2024
2024-12-01T21:30:00Z,BSA,CA Paranaense,Fluminense FC,1,1,FINISHED,2024
2024-12-01T21:30:00Z,BSA,RB Bragantino,Cruzeiro EC,1,1,FINISHED,2024
2024-12-01T21:30:00Z,BSA,EC Vitória,Fortaleza EC,2,0,FINISHED,2024
2024-12-03T23:00:00Z,BSA,SC Corinthians Paulista,EC Bahia,3,0,FINISHED,2024
2024-12-04T22:00:00Z,BSA,CR Vasco da Gama,CA Mineiro,2,0,FINISHED,2024
2024-12-04T23:00:00Z,BSA,Criciúma EC,CR Flamengo,0,3,FINISHED,2024
2024-12-04T23:00:00Z,BSA,São Paulo FC,EC Juventude,1,2,FINISHED,2024
2024-12-04T23:00:00Z,BSA,EC Vitória,Grêmio FBPA,1,1,FINISHED,2024
2024-12-05T00:30:00Z,BSA,AC Goianiense,Fortaleza EC,3,1,FINISHED,2024
2024-12-05T00:30:00Z,BSA,Cruzeiro EC,SE Palmeiras,1,2,FINISHED,2024
2024-12-05T00:30:00Z,BSA,SC Internacional,Botafogo FR,0,1,FINISHED,2024
2024-12-05T23:00:00Z,BSA,CA Paranaense,RB Bragantino,1,2,FINISHED,2024
2024-12-05T23:00:00Z,BSA,Fluminense FC,Cuiabá EC,1,0,FINISHED,2024
2024-12-08T19:00:00Z,BSA,CA Mineiro,CA Paranaense,1,0,FINISHED,2024
2024-12-08T19:00:00Z,BSA,EC Bahia,AC Goianiense,2,0,FINISHED,2024
2024-12-08T19:00:00Z,BSA,Botafogo FR,São Paulo FC,2,1,FINISHED,2024
2024-12-08T19:00:00Z,BSA,RB Bragantino,Criciúma EC,5,1,FINISHED,2024
2024-12-08T19:00:00Z,BSA,Cuiabá EC,CR Vasco da Gama,1,2,FINISHED,2024
2024-12-08T19:00:00Z,BSA,CR Flamengo,EC Vitória,2,2,FINISHED,2024
2024-12-08T19:00:00Z,BSA,Fortaleza EC,SC Internacional,3,0,FINISHED,2024
2024-12-08T19:00:00Z,BSA,Grêmio FBPA,SC Corinthians Paulista,0,3,FINISHED,2024
2024-12-08T19:00:00Z,BSA,EC Juventude,Cruzeiro EC,0,1,FINISHED,2024
2024-12-08T19:00:00Z,BSA,SE Palmeiras,Fluminense FC,0,1,FINISHED,2024
2023-04-15T19:00:00Z,BSA,SE Palmeiras,Cuiabá EC,2,1,FINISHED,2023
2023-04-15T19:00:00Z,BSA,América FC,Fluminense FC,0,3,FINISHED,2023
2023-04-15T21:30:00Z,BSA,Fortaleza EC,SC Internacional,1,1,FINISHED,2023
2023-04-15T21:30:00Z,BSA,CA Paranaense,Goiás EC,2,0,FINISHED,2023
2023-04-15T21:30:00Z,BSA,RB Bragantino,EC Bahia,2,1,FINISHED,2023
2023-04-15T21:30:00Z,BSA,Botafogo FR,São Paulo FC,2,1,FINISHED,2023
2023-04-16T00:00:00Z,BSA,CA Mineiro,CR Vasco da Gama,1,2,FINISHED,2023
2023-04-16T19:00:00Z,BSA,SC Corinthians Paulista,Cruzeiro EC,2,1,FINISHED,2023
2023-04-16T19:00:00Z,BSA,CR Flamengo,Coritiba FBC,3,0,FINISHED,2023
2023-04-16T21:30:00Z,BSA,Grêmio FBPA,Santos FC,1,0,FINISHED,2023
2023-04-22T19:00:00Z,BSA,Fluminense FC,CA Paranaense,2,0,FINISHED,2023
2023-04-22T21:30:00Z,BSA,Cuiabá EC,RB Bragantino,1,1,FINISHED,2023
2023-04-22T21:30:00Z,BSA,São Paulo FC,América FC,3,0,FINISHED,2023
2023-04-23T00:00:00Z,BSA,Cruzeiro EC,Grêmio FBPA,1,0,FINISHED,2023
2023-04-23T14:00:00Z,BSA,SC Internacional,CR Flamengo,2,1,FINISHED,2023
2023-04-23T19:00:00Z,BSA,Santos FC,CA Mineiro,0,0,FINISHED,2023
2023-04-23T19:00:00Z,BSA,CR Vasco da Gama,SE Palmeiras,2,2,FINISHED,2023
2023-04-23T21:30:00Z,BSA,Coritiba FBC,Fortaleza EC,0,3,FINISHED,2023
2023-04-23T22:00:00Z,BSA,Goiás EC,SC Corinthians Paulista,3,1,FINISHED,2023
2023-04-24T23:00:00Z,BSA,EC Bahia,Botafogo FR,1,2,FINISHED,2023
2023-04-29T19:30:00Z,BSA,Coritiba FBC,São Paulo FC,1,1,FINISHED,2023
2023-04-29T19:30:00Z,BSA,Fortaleza EC,Fluminense FC,4,2,FINISHED,2023
2023-04-29T21:30:00Z,BSA,RB Bragantino,Cruzeiro EC,0,3,FINISHED,2023
2023-04-29T21:30:00Z,BSA,Santos FC,América FC,3,2,FINISHED,2023
2023-04-29T21:30:00Z,BSA,SE Palmeiras,SC Corinthians Paulista,2,1,FINISHED,2023
2023-04-30T00:00:00Z,BSA,CA Mineiro,CA Paranaense,2,1,FINISHED,2023
2023-04-30T19:00:00Z,BSA,CR Flamengo,Botafogo FR,2,3,FINISHED,2023
2023-04-30T21:30:00Z,BSA,SC Internacional,Goiás EC,1,0,FINISHED,2023
2023-04-30T21:30:00Z,BSA,Cuiabá EC,Grêmio FBPA,1,2,FINISHED,2023
2023-05-01T23:00:00Z,BSA,CR Vasco da Gama,EC Bahia,0,1,FINISHED,2023
2023-05-06T19:00:00Z,BSA,Cruzeiro EC,Santos FC,2,1,FINISHED,2023
2023-05-07T00:00:00Z,BSA,Fluminense FC,CR Vasco da Gama,1,1,FINISHED,2023
2023-05-07T14:00:00Z,BSA,América FC,Cuiabá EC,1,2,FINISHED,2023
2023-05-07T19:00:00Z,BSA,CA Paranaense,CR Flamengo,2,1,FINISHED,2023
2023-05-07T19:00:00Z,BSA,EC Bahia,Coritiba FBC,3,1,FINISHED,2023
2023-05-07T19:00:00Z,BSA,São Paulo FC,SC Internacional,2,0,FINISHED,2023
2023-05-07T21:30:00Z,BSA,Grêmio FBPA,RB Bragantino,3,3,FINISHED,2023
2023-05-07T21:30:00Z,BSA,Goiás EC,SE Palmeiras,0,5,FINISHED,2023
2023-05-07T21:30:00Z,BSA,Botafogo FR,CA Mineiro,2,0,FINISHED,2023
2023-05-08T23:00:00Z,BSA,SC Corinthians Paulista,Fortaleza EC,1,1,FINISHED,2023
2023-05-10T22:00:00Z,BSA,Santos FC,EC Bahia,3,0,FINISHED,2023
2023-05-10T22:00:00Z,BSA,RB Bragantino,América FC,2,2,FINISHED,2023
2023-05-10T22:00:00Z,BSA,SC Internacional,CA Paranaense,0,2,FINISHED,2023
2023-05-10T23:00:00Z,BSA,CR Flamengo,Goiás EC,2,0,FINISHED,2023
2023-05-10T23:00:00Z,BSA,Cuiabá EC,CA Mineiro,0,4,FINISHED,2023
2023-05-11T00:30:00Z,BSA,SE Palmeiras,Grêmio FBPA,4,1,FINISHED,2023
2023-05-11T00:30:00Z,BSA,Cruzeiro EC,Fluminense FC,0,2,FINISHED,2023
2023-05-11T22:00:00Z,BSA,Coritiba FBC,CR Vasco da Gama,1,1,FINISHED,2023
2023-05-11T22:30:00Z,BSA,Botafogo FR,SC Corinthians Paulista,3,0,FINISHED,2023
2023-05-11T23:00:00Z,BSA,Fortaleza EC,São Paulo FC,0,0,FINISHED,2023
2023-05-13T19:00:00Z,BSA,EC Bahia,CR Flamengo,2,3,FINISHED,2023
2023-05-13T21:30:00Z,BSA,Fluminense FC,Cuiabá EC,2,0,FINISHED,2023
2023-05-13T21:30:00Z,BSA,SE Palmeiras,RB Bragantino,1,1,FINISHED,2023
2023-05-14T00:00:00Z,BSA,CA Mineiro,SC Internacional,2,0,FINISHED,2023
2023-05-14T19:00:00Z,BSA,Grêmio FBPA,Fortaleza EC,0,0,FINISHED,2023
2023-05-14T19:00:00Z,BSA,CR Vasco da Gama,Santos FC,0,1,FINISHED,2023
2023-05-14T19:00:00Z,BSA,SC Corinthians Paulista,São Paulo FC,1,1,FINISHED,2023
2023-05-14T21:30:00Z,BSA,América FC,Cruzeiro EC,0,4,FINISHED,2023
2023-05-14T21:30:00Z,BSA,CA Paranaense,Coritiba FBC,3,2,FINISHED,2023
2023-05-14T21:30:00Z,BSA,Goiás EC,Botafogo FR,2,1,FINISHED,2023
2023-05-20T19:00:00Z,BSA,EC Bahia,Goiás EC,1,1,FINISHED,2023
2023-05-20T21:30:00Z,BSA,RB Bragantino,CA Paranaense,2,0,FINISHED,2023
2023-05-20T21:30:00Z,BSA,América FC,Fortaleza EC,2,1,FINISHED,2023
2023-05-20T21:30:00Z,BSA,Coritiba FBC,CA Mineiro,1,2,FINISHED,2023
2023-05-20T21:30:00Z,BSA,Botafogo FR,Fluminense FC,1,0,FINISHED,2023
2023-05-20T21:30:00Z,BSA,São Paulo FC,CR Vasco da Gama,4,2,FINISHED,2023
2023-05-21T00:00:00Z,BSA,Santos FC,SE Palmeiras,0,0,FINISHED,2023
2023-05-21T19:00:00Z,BSA,CR Flamengo,SC Corinthians Paulista,1,0,FINISHED,2023
2023-05-21T21:30:00Z,BSA,Grêmio FBPA,SC Internacional,3,1,FINISHED,2023
2023-05-22T23:00:00Z,BSA,Cruzeiro EC,Cuiabá EC,0,1,FINISHED,2023
2023-05-27T19:00:00Z,BSA,Fortaleza EC,CR Vasco da Gama,2,0,FINISHED,2023
2023-05-27T19:00:00Z,BSA,CA Paranaense,Grêmio FBPA,1,2,FINISHED,2023
2023-05-27T21:30:00Z,BSA,Cuiabá EC,Coritiba FBC,1,1,FINISHED,2023
2023-05-27T21:30:00Z,BSA,CR Flamengo,Cruzeiro EC,1,1,FINISHED,2023
2023-05-28T00:00:00Z,BSA,São Paulo FC,Goiás EC,2,1,FINISHED,2023
2023-05-28T19:00:00Z,BSA,SC Internacional,EC Bahia,2,0,FINISHED,2023
2023-05-28T19:00:00Z,BSA,SC Corinthians Paulista,Fluminense FC,2,0,FINISHED,2023
2023-05-28T21:30:00Z,BSA,CA Mineiro,SE Palmeiras,1,1,FINISHED,2023
2023-05-28T21:30:00Z,BSA,RB Bragantino,Santos FC,2,0,FINISHED,2023
2023-05-28T22:00:00Z,BSA,Botafogo FR,América FC,2,0,FINISHED,2023
2023-06-03T19:00:00Z,BSA,Fortaleza EC,EC Bahia,0,0,FINISHED,2023
2023-06-03T21:30:00Z,BSA,Cruzeiro EC,CA Mineiro,0,1,FINISHED,2023
2023-06-03T21:30:00Z,BSA,América FC,SC Corinthians Paulista,2,0,FINISHED,2023
2023-06-03T21:30:00Z,BSA,CA Paranaense,Botafogo FR,1,0,FINISHED,2023
2023-06-04T00:00:00Z,BSA,Santos FC,SC Internacional,1,1,FINISHED,2023
2023-06-04T19:00:00Z,BSA,Fluminense FC,RB Bragantino,2,1,FINISHED,2023
2023-06-04T19:00:00Z,BSA,Grêmio FBPA,São Paulo FC,2,1,FINISHED,2023
2023-06-04T21:30:00Z,BSA,SE Palmeiras,Coritiba FBC,3,1,FINISHED,2023
2023-06-04T21:30:00Z,BSA,Goiás EC,Cuiabá EC,0,1,FINISHED,2023
2023-06-05T23:00:00Z,BSA,CR Vasco da Gama,CR Flamengo,1,4,FINISHED,2023
2023-06-10T19:00:00Z,BSA,Coritiba FBC,Santos FC,0,0,FINISHED,2023
2023-06-10T21:30:00Z,BSA,EC Bahia,Cruzeiro EC,2,2,FINISHED,2023
2023-06-10T21:30:00Z,BSA,CA Mineiro,RB Bragantino,1,1,FINISHED,2023
2023-06-10T21:30:00Z,BSA,SC Corinthians Paulista,Cuiabá EC,1,1,FINISHED,2023
2023-06-11T00:00:00Z,BSA,Botafogo FR,Fortaleza EC,2,0,FINISHED,2023
2023-06-11T14:00:00Z,BSA,América FC,CA Paranaense,2,2,FINISHED,2023
2023-06-11T19:00:00Z,BSA,SC Internacional,CR Vasco da Gama,2,1,FINISHED,2023
2023-06-11T19:00:00Z,BSA,São Paulo FC,SE Palmeiras,0,2,FINISHED,2023
2023-06-11T21:30:00Z,BSA,Goiás EC,Fluminense FC,2,2,FINISHED,2023
2023-06-11T21:30:00Z,BSA,CR Flamengo,Grêmio FBPA,3,0,FINISHED,2023
2023-06-21T22:00:00Z,BSA,Cruzeiro EC,Fortaleza EC,0,1,FINISHED,2023
2023-06-21T22:00:00Z,BSA,São Paulo FC,CA Paranaense,2,1,FINISHED,2023
2023-06-21T23:00:00Z,BSA,Santos FC,SC Corinthians Paulista,0,2,FINISHED,2023
2023-06-22T00:30:00Z,BSA,EC Bahia,SE Palmeiras,1,0,FINISHED,2023
2023-06-22T00:30:00Z,BSA,Fluminense FC,CA Mineiro,1,1,FINISHED,2023
2023-06-22T22:00:00Z,BSA,Grêmio FBPA,América FC,3,1,FINISHED,2023
2023-06-22T23:00:00Z,BSA,Cuiabá EC,Botafogo FR,0,1,FINISHED,2023
2023-06-22T23:00:00Z,BSA,Coritiba FBC,SC Internacional,0,1,FINISHED,2023
2023-06-22T23:00:00Z,BSA,CR Vasco da Gama,Goiás EC,0,1,FINISHED,2023
2023-06-23T00:30:00Z,BSA,RB Bragantino,CR Flamengo,4,0,FINISHED,2023
2023-06-24T19:00:00Z,BSA,CA Paranaense,SC Corinthians Paulista,1,0,FINISHED,2023
2023-06-24T21:30:00Z,BSA,Fortaleza EC,CA Mineiro,2,1,FINISHED,2023
2023-06-24T21:30:00Z,BSA,Fluminense FC,EC Bahia,2,1,FINISHED,2023
2023-06-25T00:00:00Z,BSA,Cruzeiro EC,São Paulo FC,1,0,FINISHED,2023
2023-06-25T19:00:00Z,BSA,Grêmio FBPA,Coritiba FBC,5,1,FINISHED,2023
2023-06-25T19:00:00Z,BSA,SE Palmeiras,Botafogo FR,0,1,FINISHED,2023
2023-06-25T21:30:00Z,BSA,América FC,SC Internacional,1,2,FINISHED,2023
2023-06-25T21:30:00Z,BSA,RB Bragantino,Goiás EC,2,0,FINISHED,2023
2023-06-25T21:30:00Z,BSA,Santos FC,CR Flamengo,2,3,FINISHED,2023
2023-06-27T00:00:00Z,BSA,CR Vasco da Gama,Cuiabá EC,1,0,FINISHED,2023
2023-07-01T19:00:00Z,BSA,São Paulo FC,Fluminense FC,1,0,FINISHED,2023
2023-07-01T21:30:00Z,BSA,CR Flamengo,Fortaleza EC,2,0,FINISHED,2023
2023-07-01T21:30:00Z,BSA,EC Bahia,Grêmio FBPA,1,2,FINISHED,2023
2023-07-02T00:00:00Z,BSA,SC Internacional,Cruzeiro EC,0,0,FINISHED,2023
2023-07-02T14:00:00Z,BSA,SC Corinthians Paulista,RB Bragantino,0,1,FINISHED,2023
2023-07-02T19:00:00Z,BSA,Botafogo FR,CR Vasco da Gama,2,0,FINISHED,2023
2023-07-02T19:00:00Z,BSA,CA Paranaense,SE Palmeiras,2,2,FINISHED,2023
2023-07-02T19:00:00Z,BSA,CA Mineiro,América FC,2,2,FINISHED,2023
2023-07-02T21:30:00Z,BSA,Cuiabá EC,Santos FC,3,0,FINISHED,2023
2023-07-03T23:00:00Z,BSA,Goiás EC,Coritiba FBC,1,2,FINISHED,2023
2023-07-08T19:00:00Z,BSA,Cuiabá EC,EC Bahia,1,1,FINISHED,2023
2023-07-08T19:00:00Z,BSA,CR Vasco da Gama,Cruzeiro EC,0,1,FINISHED,2023
2023-07-08T21:30:00Z,BSA,CA Mineiro,SC Corinthians Paulista,0,1,FINISHED,2023
2023-07-08T21:30:00Z,BSA,Coritiba FBC,América FC,3,1,FINISHED,2023
2023-07-09T00:00:00Z,BSA,SE Palmeiras,CR Flamengo,1,1,FINISHED,2023
2023-07-09T14:00:00Z,BSA,Santos FC,Goiás EC,4,3,FINISHED,2023
2023-07-09T19:00:00Z,BSA,RB Bragantino,São Paulo FC,0,0,FINISHED,2023
2023-07-09T19:00:00Z,BSA,Fluminense FC,SC Internacional,2,0,FINISHED,2023
2023-07-09T21:30:00Z,BSA,Grêmio FBPA,Botafogo FR,0,2,FINISHED,2023
2023-07-09T21:30:00Z,BSA,Fortaleza EC,CA Paranaense,1,0,FINISHED,2023
2023-07-16T00:00:00Z,BSA,Botafogo FR,RB Bragantino,2,0,FINISHED,2023
2023-07-16T14:00:00Z,BSA,Cruzeiro EC,Coritiba FBC,0,0,FINISHED,2023
2023-07-16T19:00:00Z,BSA,Fortaleza EC,Cuiabá EC,0,1,FINISHED,2023
2023-07-16T19:00:00Z,BSA,São Paulo FC,Santos FC,4,1,FINISHED,2023
2023-07-16T19:00:00Z,BSA,Fluminense FC,CR Flamengo,0,0,FINISHED,2023
2023-07-16T21:30:00Z,BSA,CA Paranaense,EC Bahia,2,0,FINISHED,2023
2023-07-16T21:30:00Z,BSA,SC Internacional,SE Palmeiras,0,0,FINISHED,2023
2023-07-17T23:00:00Z,BSA,Goiás EC,CA Mineiro,0,0,FINISHED,2023
2023-07-22T19:00:00Z,BSA,SE Palmeiras,Fortaleza EC,3,1,FINISHED,2023
2023-07-22T19:00:00Z,BSA,CR Flamengo,América FC,1,1,FINISHED,2023
2023-07-22T21:30:00Z,BSA,EC Bahia,SC Corinthians Paulista,0,0,FINISHED,2023
2023-07-22T21:30:00Z,BSA,Cuiabá EC,São Paulo FC,2,1,FINISHED,2023
2023-07-23T00:00:00Z,BSA,Grêmio FBPA,CA Mineiro,1,0,FINISHED,2023
2023-07-23T19:00:00Z,BSA,Cruzeiro EC,Goiás EC,0,1,FINISHED,2023
2023-07-23T19:00:00Z,BSA,Santos FC,Botafogo FR,2,2,FINISHED,2023
2023-07-23T19:00:00Z,BSA,RB Bragantino,SC Internacional,0,0,FINISHED,2023
2023-07-23T21:30:00Z,BSA,CR Vasco da Gama,CA Paranaense,0,2,FINISHED,2023
2023-07-24T22:00:00Z,BSA,Coritiba FBC,Fluminense FC,2,0,FINISHED,2023
2023-07-29T19:00:00Z,BSA,CA Paranaense,Cruzeiro EC,3,3,FINISHED,2023
2023-07-29T19:00:00Z,BSA,SC Internacional,Cuiabá EC,1,2,FINISHED,2023
2023-07-29T19:00:00Z,BSA,Fluminense FC,Santos FC,1,0,FINISHED,2023
2023-07-29T21:30:00Z,BSA,Fortaleza EC,RB Bragantino,0,3,FINISHED,2023
2023-07-29T21:30:00Z,BSA,SC Corinthians Paulista,CR Vasco da Gama,3,1,FINISHED,2023
2023-07-30T00:00:00Z,BSA,CA Mineiro,CR Flamengo,1,2,FINISHED,2023
2023-07-30T14:00:00Z,BSA,São Paulo FC,EC Bahia,0,0,FINISHED,2023
2023-07-30T19:00:00Z,BSA,América FC,SE Palmeiras,1,4,FINISHED,2023
2023-07-30T19:00:00Z,BSA,Botafogo FR,Coritiba FBC,4,1,FINISHED,2023
2023-07-30T21:30:00Z,BSA,Goiás EC,Grêmio FBPA,1,1,FINISHED,2023
2023-08-05T19:00:00Z,BSA,Santos FC,CA Paranaense,1,1,FINISHED,2023
2023-08-05T21:30:00Z,BSA,SC Internacional,SC Corinthians Paulista,2,2,FINISHED,2023
2023-08-05T21:30:00Z,BSA,Goiás EC,Fortaleza EC,1,0,FINISHED,2023
2023-08-06T00:00:00Z,BSA,Fluminense FC,SE Palmeiras,2,1,FINISHED,2023
2023-08-06T19:00:00Z,BSA,São Paulo FC,CA Mineiro,0,2,FINISHED,2023
2023-08-06T19:00:00Z,BSA,CR Vasco da Gama,Grêmio FBPA,1,0,FINISHED,2023
2023-08-06T21:30:00Z,BSA,EC Bahia,América FC,3,1,FINISHED,2023
2023-08-06T21:30:00Z,BSA,Coritiba FBC,RB Bragantino,0,1,FINISHED,2023
2023-08-06T21:30:00Z,BSA,Cruzeiro EC,Botafogo FR,0,0,FINISHED,2023
2023-08-06T23:00:00Z,BSA,Cuiabá EC,CR Flamengo,3,0,FINISHED,2023
2023-08-13T00:00:00Z,BSA,Botafogo FR,SC Internacional,3,1,FINISHED,2023
2023-08-13T14:00:00Z,BSA,CA Mineiro,EC Bahia,1,0,FINISHED,2023
2023-08-13T19:00:00Z,BSA,SC Corinthians Paulista,Coritiba FBC,3,1,FINISHED,2023
2023-08-13T19:00:00Z,BSA,Grêmio FBPA,Fluminense FC,2,1,FINISHED,2023
2023-08-13T19:00:00Z,BSA,América FC,Goiás EC,0,1,FINISHED,2023
2023-08-13T21:30:00Z,BSA,CR Flamengo,São Paulo FC,1,1,FINISHED,2023
2023-08-13T21:30:00Z,BSA,Fortaleza EC,Santos FC,4,0,FINISHED,2023
2023-08-14T22:00:00Z,BSA,SE Palmeiras,Cruzeiro EC,1,0,FINISHED,2023
2023-08-15T00:00:00Z,BSA,RB Bragantino,CR Vasco da Gama,1,1,FINISHED,2023
2023-08-15T23:00:00Z,BSA,CA Paranaense,Cuiabá EC,2,0,FINISHED,2023
